case_id,seg_path_pulled,failed_pulled,failure_reason_pulled,voxel_volume_mm3_pulled,mask_voxel_count_pulled,volume_mm3_pulled,connected_component_count_pulled,largest_component_voxel_count_pulled,largest_component_fraction_pulled,component_volume_fraction_largest_pulled,component_volume_fraction_second_largest_pulled,equivalent_sphere_diameter_mm_pulled,max_diameter_bbox_mm_pulled,bbox_volume_mm3_pulled,bbox_fill_fraction_pulled,principal_axis_length_major_mm_pulled,principal_axis_length_minor1_mm_pulled,principal_axis_length_minor2_mm_pulled,principal_axis_sign_aligned_pulled,flatness_pulled,aspect_ratio_major_to_minor2_pulled,elongation_legacy_major_to_minor2_pulled,elongation_pulled,secondary_axis_ratio_pulled,surface_area_mm2_pulled,sphericity_pulled,compactness_pulled,surface_to_volume_ratio_pulled,roughness_index_pulled,empty_mask_pulled,multiple_components_pulled,tiny_component_fraction_pulled,surface_area_failed_pulled,principal_axis_failed_pulled,voxel_spacing_mm_x_pulled,voxel_spacing_mm_y_pulled,voxel_spacing_mm_z_pulled,centroid_vox_x_pulled,centroid_vox_y_pulled,centroid_vox_z_pulled,centroid_mm_x_pulled,centroid_mm_y_pulled,centroid_mm_z_pulled,bounding_box_min_vox_x_pulled,bounding_box_min_vox_y_pulled,bounding_box_min_vox_z_pulled,bounding_box_max_vox_x_pulled,bounding_box_max_vox_y_pulled,bounding_box_max_vox_z_pulled,bounding_box_size_vox_x_pulled,bounding_box_size_vox_y_pulled,bounding_box_size_vox_z_pulled,bounding_box_size_mm_x_pulled,bounding_box_size_mm_y_pulled,bounding_box_size_mm_z_pulled,principal_axis_vector_vox_x_pulled,principal_axis_vector_vox_y_pulled,principal_axis_vector_vox_z_pulled,principal_axis_vector_mm_x_pulled,principal_axis_vector_mm_y_pulled,principal_axis_vector_mm_z_pulled,principal_axis_lengths_mm_x_pulled,principal_axis_lengths_mm_y_pulled,principal_axis_lengths_mm_z_pulled,seg_path_local,failed_local,failure_reason_local,voxel_volume_mm3_local,mask_voxel_count_local,volume_mm3_local,connected_component_count_local,largest_component_voxel_count_local,largest_component_fraction_local,component_volume_fraction_largest_local,component_volume_fraction_second_largest_local,equivalent_sphere_diameter_mm_local,max_diameter_bbox_mm_local,bbox_volume_mm3_local,bbox_fill_fraction_local,principal_axis_length_major_mm_local,principal_axis_length_minor1_mm_local,principal_axis_length_minor2_mm_local,principal_axis_sign_aligned_local,flatness_local,aspect_ratio_major_to_minor2_local,elongation_legacy_major_to_minor2_local,elongation_local,secondary_axis_ratio_local,surface_area_mm2_local,sphericity_local,compactness_local,surface_to_volume_ratio_local,roughness_index_local,empty_mask_local,multiple_components_local,tiny_component_fraction_local,surface_area_failed_local,principal_axis_failed_local,voxel_spacing_mm_x_local,voxel_spacing_mm_y_local,voxel_spacing_mm_z_local,centroid_vox_x_local,centroid_vox_y_local,centroid_vox_z_local,centroid_mm_x_local,centroid_mm_y_local,centroid_mm_z_local,bounding_box_min_vox_x_local,bounding_box_min_vox_y_local,bounding_box_min_vox_z_local,bounding_box_max_vox_x_local,bounding_box_max_vox_y_local,bounding_box_max_vox_z_local,bounding_box_size_vox_x_local,bounding_box_size_vox_y_local,bounding_box_size_vox_z_local,bounding_box_size_mm_x_local,bounding_box_size_mm_y_local,bounding_box_size_mm_z_local,principal_axis_vector_vox_x_local,principal_axis_vector_vox_y_local,principal_axis_vector_vox_z_local,principal_axis_vector_mm_x_local,principal_axis_vector_mm_y_local,principal_axis_vector_mm_z_local,principal_axis_lengths_mm_x_local,principal_axis_lengths_mm_y_local,principal_axis_lengths_mm_z_local
207_1_291,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/207_1_291_synthetic_lollipop.nii.gz,False,,1.0,63,63.0,1,63,1.0,1.0,0.0,4.936820184470645,8.0,320.0,0.196875,8.772780123411259,4.388549389453669,3.354417492494142,True,0.815344818636113,2.974253788427795,2.974253788427795,2.4250424157034325,0.4123639213584352,102.33193969726562,0.7482268428035135,269.99300949812243,1.6243165031312004,1.3364930831044814,False,False,False,False,False,1.0,1.0,1.0,47.95238095238095,47.96825396825397,47.73015873015873,47.95238095238095,47.96825396825397,47.73015873015873,44.0,44.0,46.0,51.0,51.0,50.0,8.0,8.0,5.0,8.0,8.0,5.0,0.6571053238329589,0.7219801287842503,0.216696301378357,0.6571053238329589,0.7219801287842503,0.216696301378357,9.858308336310312,4.065210683521472,3.3145484674734034,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/207_1_291_synthetic_lollipop.nii.gz,False,,1.0,66,66.0,1,66,1.0,1.0,0.0,5.013970461270554,5.0,125.0,0.528,4.46568690505706,4.242640687119289,3.554250855917772,False,0.9212934470667028,1.161870641242168,1.161870641242168,1.0704238081155972,0.9342094153907384,83.74139404296875,0.9431336244618376,134.81328393505424,1.2688090006510415,1.060295141709756,False,False,False,False,False,1.0,1.0,1.0,48.89393939393939,49.10606060606061,48.78787878787879,48.89393939393939,49.10606060606061,48.78787878787879,47.0,47.0,47.0,51.0,51.0,51.0,5.0,5.0,5.0,5.0,5.0,5.0,0.4297886633825483,-0.4297886633825468,0.7940802287273538,0.4297886633825483,-0.4297886633825468,0.7940802287273538,4.867418809484545,4.5471884804704406,4.189294949634614
207_2_651,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/207_2_651_synthetic_lollipop.nii.gz,False,,1.0,114,114.0,1,114,1.0,1.0,0.0,6.015920332305007,11.0,770.0,0.148051948051948,12.062049393884095,6.676737347808553,5.78100945260803,True,0.8641990692624086,2.888307537923672,2.888307537923672,2.4960726860172366,0.4006293589132663,179.361572265625,0.6339056506908033,443.9954341787394,1.5733471251370614,1.5775218266476134,False,False,False,False,False,1.0,1.0,1.0,47.92982456140351,47.98245614035088,47.85964912280702,47.92982456140351,47.98245614035088,47.85964912280702,45.0,44.0,44.0,51.0,54.0,53.0,7.0,11.0,10.0,7.0,11.0,10.0,-0.2805351649438023,0.7414595260728514,0.6095389999218889,-0.2805351649438023,0.7414595260728514,0.6095389999218889,13.273383828624516,5.317707253871556,4.595557659405758,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/207_2_651_synthetic_lollipop.nii.gz,False,,1.0,114,114.0,1,114,1.0,1.0,0.0,6.015920332305007,6.0,216.0,0.5277777777777778,6.065049138988222,5.360733327259506,4.939296752378375,False,0.9416503554415662,1.1835077647239167,1.1835077647239167,1.1144505073201296,0.8973031942034432,118.94366455078124,0.9559005484266436,129.4834436701156,1.043365478515625,1.046133932704549,False,False,False,False,False,1.0,1.0,1.0,55.53508771929825,56.175438596491226,56.39473684210526,55.53508771929825,56.175438596491226,56.39473684210526,53.0,54.0,54.0,58.0,59.0,59.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.7570031070827413,0.2139088656317297,0.6174052907703517,-0.7570031070827413,0.2139088656317297,0.6174052907703517,5.913233643169775,5.305963436087502,4.99636235555175
207_3_1194,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/207_3_1194_synthetic_lollipop.nii.gz,False,,1.0,94,94.0,1,94,1.0,1.0,0.0,5.641263819521384,10.0,810.0,0.1160493827160493,11.572017871287514,6.144372092522324,5.733046310782234,True,0.975945309376676,2.8221438819771643,2.8221438819771643,2.7542580840016977,0.363074181685649,160.8456573486328,0.6215747351877969,470.94730133362754,1.7111240143471576,1.6088169988084684,False,False,False,False,False,1.0,1.0,1.0,48.06382978723404,48.159574468085104,47.97872340425532,48.06382978723404,48.159574468085104,47.97872340425532,44.0,45.0,44.0,52.0,53.0,53.0,9.0,9.0,10.0,9.0,9.0,10.0,-0.51565827162844,0.5875315048997602,0.6236211010312215,-0.51565827162844,0.5875315048997602,0.6236211010312215,12.81470388807529,4.652688127706841,4.540769154228041,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/207_3_1194_synthetic_lollipop.nii.gz,False,,1.0,92,92.0,1,92,1.0,1.0,0.0,5.600967702383306,6.0,150.0,0.6133333333333333,5.589718554344666,4.570519543219097,4.440010318437134,False,0.96979625411393,1.21856792851311,1.21856792851311,1.1817626124553853,0.8461936343732085,100.74618530273438,0.9782444633649006,120.81202886392025,1.095067231551461,1.0222393659763391,False,False,False,False,False,1.0,1.0,1.0,52.70652173913044,53.09782608695652,53.03260869565217,52.70652173913044,53.09782608695652,53.03260869565217,50.0,51.0,51.0,55.0,55.0,55.0,6.0,5.0,5.0,6.0,5.0,5.0,-0.9412408261744684,0.3116833141214262,0.1300738976147361,-0.9412408261744682,0.3116833141214261,0.1300738976147361,5.651722651556306,4.782451730989817,4.638003774194606
207_4_1986,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/207_4_1986_synthetic_lollipop.nii.gz,False,,1.0,57,57.0,1,57,1.0,1.0,0.0,4.774839132028925,8.0,256.0,0.22265625,8.49359784964776,4.317030864925103,3.6254510169786354,True,0.8852745535902456,2.802499538768791,2.802499538768791,2.4809815281204113,0.4030662818991638,93.32616424560548,0.7674744833124666,250.1845796454939,1.6373011271158855,1.302974915444666,False,False,False,False,False,1.0,1.0,1.0,48.05263157894737,48.1578947368421,48.12280701754386,48.05263157894737,48.1578947368421,48.12280701754386,47.0,45.0,45.0,50.0,52.0,52.0,4.0,8.0,8.0,4.0,8.0,8.0,-0.2239843427103419,0.6861005421148189,0.6921683757080844,-0.2239843427103419,0.6861005421148189,0.6921683757080844,9.108957089127246,3.6715134658935495,3.2502974445194877,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/207_4_1986_synthetic_lollipop.nii.gz,False,,1.0,65,65.0,1,65,1.0,1.0,0.0,4.988518396225169,5.0,125.0,0.52,4.976006978575137,4.305169614989328,4.130187540322716,False,0.9499453638434144,1.1392986431548895,1.1392986431548895,1.08227146409808,0.9239825987959116,81.93414306640625,0.9541751746047994,130.1871243988874,1.2605252779447116,1.0480255896556734,False,False,False,False,False,1.0,1.0,1.0,47.98461538461538,47.86153846153846,48.184615384615384,47.98461538461538,47.86153846153846,48.184615384615384,46.0,46.0,46.0,50.0,50.0,50.0,5.0,5.0,5.0,5.0,5.0,5.0,-0.0414356420616283,-0.6680338299031273,0.7429763722164388,-0.0414356420616283,-0.6680338299031273,0.7429763722164388,4.826528270799422,4.459628134815187,4.23640307113334
210_1_162,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/210_1_162_synthetic_lollipop.nii.gz,False,,1.0,369,369.0,1,369,1.0,1.0,0.0,8.89902816477149,19.0,2090.0,0.1765550239234449,18.1443772914215,10.236066443373064,9.252860828457894,True,0.8519954291942702,2.7946801798793177,2.7946801798793177,2.381054739317,0.4199819447606853,400.3143310546875,0.6214896454921168,471.1407635234869,1.084862685785061,1.6090372659518175,False,False,False,False,False,1.0,1.0,1.0,47.77235772357724,47.90785907859079,47.62872628726287,47.77235772357724,47.90785907859079,47.62872628726287,44.0,43.0,42.0,53.0,53.0,60.0,10.0,11.0,19.0,10.0,11.0,19.0,-0.2099479247837381,-0.0955781820145996,0.9730296398372384,-0.2099479247837381,-0.0955781820145996,0.9730296398372384,19.090363816795104,8.017608121966626,6.830965472986422,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/210_1_162_synthetic_lollipop.nii.gz,False,,1.0,374,374.0,1,374,1.0,1.0,0.0,8.939042318744612,10.0,640.0,0.584375,9.36503477270102,7.574682699445356,7.565137622210154,False,0.9926846425836914,1.285299348125322,1.285299348125322,1.2758969240068367,0.7837623723236139,270.79302978515625,0.9270312575147542,141.9610620742775,0.7240455341849098,1.0787122784628267,False,False,False,False,False,1.0,1.0,1.0,66.7807486631016,68.10695187165776,67.8529411764706,66.7807486631016,68.10695187165776,67.8529411764706,62.0,65.0,64.0,71.0,72.0,71.0,10.0,8.0,8.0,10.0,8.0,8.0,-0.9928911941353404,0.0685191493074362,-0.0973252422893614,-0.9928911941353404,0.0685191493074362,-0.0973252422893614,9.453805868611562,7.409537315069901,7.355333901320689
218_0_0,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/218_0_0_synthetic_lollipop.nii.gz,False,,1.0,89,89.0,1,89,1.0,1.0,0.0,5.539413623573113,11.0,396.0,0.2247474747474747,10.650542007422748,5.402661003728268,4.507795174050913,True,0.8480467517099483,3.0365007041559924,3.0365007041559924,2.57509455872446,0.3883352541800784,145.31790161132812,0.6633738445924825,387.41581088071143,1.6327854113632374,1.5074456253461583,False,False,False,False,False,1.0,1.0,1.0,47.91011235955056,48.1123595505618,47.89887640449438,47.91011235955056,48.1123595505618,47.89887640449438,41.0,46.0,45.0,51.0,51.0,50.0,11.0,6.0,6.0,11.0,6.0,6.0,-0.9669333685849404,-0.0697620962391548,0.2453020803933367,-0.9669333685849404,-0.0697620962391548,0.2453020803933367,12.041517819777589,4.6761458832572735,3.9655903268181776,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/218_0_0_synthetic_lollipop.nii.gz,False,,1.0,92,92.0,1,92,1.0,1.0,0.0,5.600967702383306,6.0,180.0,0.5111111111111111,5.311000793569166,4.62971019799973,4.242640687119286,False,0.984129300077213,1.1613189878245276,1.1613189878245276,1.1428880426541297,0.8749763429825543,102.06401824951172,0.9656135400881664,125.6152400705372,1.109391502712084,1.0356109959981443,False,False,False,False,False,1.0,1.0,1.0,53.91304347826087,54.19565217391305,54.19565217391305,53.91304347826087,54.19565217391305,54.19565217391305,52.0,52.0,52.0,56.0,57.0,57.0,5.0,6.0,6.0,5.0,6.0,6.0,0.2786488595437001,-0.6791004392116808,-0.6791004392116806,0.2786488595437001,-0.6791004392116808,-0.6791004392116806,5.505920670209496,4.817550332771959,4.741092437077612
218_1_199,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/218_1_199_synthetic_lollipop.nii.gz,False,,1.0,186,186.0,1,186,1.0,1.0,0.0,7.082253058598753,14.0,1120.0,0.1660714285714285,14.828078782459086,7.930677903038371,6.653908305313812,True,0.8670368688967709,2.8955791616539583,2.8955791616539583,2.510573889963185,0.3983153031256387,257.8257141113281,0.6111763277188341,495.3963466214952,1.3861597532867105,1.6361890254035505,False,False,False,False,False,1.0,1.0,1.0,48.086021505376344,47.93010752688172,48.37096774193548,48.086021505376344,47.93010752688172,48.37096774193548,45.0,39.0,44.0,52.0,52.0,53.0,8.0,14.0,10.0,8.0,14.0,10.0,0.3064104386467117,0.8561447490953007,0.4160875048410785,0.3064104386467116,0.8561447490953006,0.4160875048410785,15.845845096061051,6.311642592719474,5.47242683118699,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/218_1_199_synthetic_lollipop.nii.gz,False,,1.0,193,193.0,1,193,1.0,1.0,0.0,7.17000671219614,8.0,392.0,0.4923469387755102,7.46177892752739,6.394046835669867,6.1944179831710775,False,0.9688292471806664,1.2092482624666898,1.2092482624666898,1.171555083780132,0.8535663528285896,175.92575073242188,0.918035729756814,146.1751744877108,0.9115323872146212,1.0892822224521677,False,False,False,False,False,1.0,1.0,1.0,61.968911917098445,61.347150259067355,61.865284974093264,61.968911917098445,61.347150259067355,61.865284974093264,59.0,58.0,59.0,65.0,65.0,65.0,7.0,8.0,7.0,7.0,8.0,7.0,0.0208761095565193,0.9789446903693678,0.2030553649806049,0.0208761095565193,0.9789446903693678,0.2030553649806049,7.222327565840181,6.164735799307588,5.972576343510875
235_0_0,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/235_0_0_synthetic_lollipop.nii.gz,False,,1.0,41,41.0,1,41,1.0,1.0,0.0,4.278206515598402,7.0,112.0,0.3660714285714285,6.2161000592205635,3.0538337290891935,2.8284271247461965,True,0.9588055871543992,2.5983646830599985,2.5983646830599985,2.4913265755825966,0.401392579279234,73.78108215332031,0.7793424662614138,238.92816566230888,1.7995385891053737,1.2831329528302278,False,False,False,False,False,1.0,1.0,1.0,47.78048780487805,48.0,48.0,47.78048780487805,48.0,48.0,44.0,46.0,47.0,50.0,49.0,50.0,7.0,4.0,4.0,7.0,4.0,4.0,0.9923400838459356,-0.0873531853816499,0.08735318538165,0.9923400838459356,-0.0873531853816499,0.08735318538165,7.719093069756279,3.098386676965933,2.97075045703969,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/235_0_0_synthetic_lollipop.nii.gz,False,,1.0,9,9.0,1,9,1.0,1.0,0.0,2.5807620414842987,3.0,27.0,0.3333333333333333,2.041241452319315,1.4142135623730951,1.1547005383792517,False,0.8164965809277261,1.4719601443879746,1.4719601443879746,1.2018504251546631,0.8320502943378435,19.440128326416016,1.0763330352475524,90.70106017103645,2.1600142584906683,0.929080467896262,False,False,False,False,False,1.0,1.0,1.0,34.77777777777778,34.888888888888886,35.111111111111114,34.77777777777778,34.888888888888886,35.111111111111114,34.0,34.0,34.0,36.0,36.0,36.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.8164965809277261,-0.4082482904638629,0.408248290463863,-0.8164965809277261,-0.4082482904638629,0.408248290463863,2.9439202887759492,2.449489742783178,2.0
235_1_328,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/235_1_328_synthetic_lollipop.nii.gz,False,,1.0,172,172.0,1,172,1.0,1.0,0.0,6.899907598998371,13.0,1248.0,0.1378205128205128,14.002005151211202,8.111006824154867,7.24384148923428,True,0.937511659245844,2.600268587932338,2.600268587932338,2.4377821183572945,0.4102089323199452,241.2789764404297,0.6198932974589725,474.7899872620537,1.4027847467466843,1.6131808556394092,False,False,False,False,False,1.0,1.0,1.0,48.11046511627907,48.24418604651163,47.68604651162791,48.11046511627907,48.24418604651163,47.68604651162791,41.0,45.0,43.0,52.0,52.0,55.0,12.0,8.0,13.0,12.0,8.0,13.0,-0.6622594032496353,-0.3076540222830694,0.683199447731397,-0.6622594032496353,-0.3076540222830694,0.683199447731397,14.73392926181636,6.043989391367287,5.666310522765024,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/235_1_328_synthetic_lollipop.nii.gz,False,,1.0,175,175.0,1,175,1.0,1.0,0.0,6.939792343839249,8.0,392.0,0.4464285714285714,7.066211751652114,6.177434202879978,5.966039321302692,False,0.9507395752314912,1.18883918286867,1.18883918286867,1.1302764597391124,0.8847392966414761,165.18765258789062,0.915936238484684,147.18265999684155,0.943929443359375,1.0917790540249728,False,False,False,False,False,1.0,1.0,1.0,59.29142857142857,59.98285714285714,59.8,59.29142857142857,59.98285714285714,59.8,56.0,57.0,57.0,63.0,63.0,63.0,8.0,7.0,7.0,8.0,7.0,7.0,-0.9829164506574334,-0.0017526368364598,-0.1840439602136207,-0.9829164506574334,-0.0017526368364598,-0.1840439602136207,6.8831408499527065,6.08978519427137,5.789799788852586
235_3_552,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/235_3_552_synthetic_lollipop.nii.gz,False,,1.0,129,129.0,1,129,1.0,1.0,0.0,6.268982093389452,13.0,819.0,0.1575091575091575,12.757893454448658,7.119286312153006,5.77202365075266,True,0.8599785692148865,2.684486401845954,2.684486401845954,2.3086007749363024,0.433162810502648,196.3264923095703,0.6288760045623413,454.7338681369342,1.5219107930974445,1.5901385849440035,False,False,False,False,False,1.0,1.0,1.0,47.945736434108525,47.93798449612403,47.57364341085271,47.945736434108525,47.93798449612403,47.57364341085271,45.0,44.0,44.0,51.0,52.0,56.0,7.0,9.0,13.0,7.0,9.0,13.0,-0.2257720218061768,-0.3549791141382287,0.9072027461902824,-0.2257720218061768,-0.3549791141382287,0.9072027461902824,13.309446776726416,5.765157372042224,4.957911788107527,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/235_3_552_synthetic_lollipop.nii.gz,False,,1.0,128,128.0,1,128,1.0,1.0,0.0,6.252741134374176,6.0,216.0,0.5925925925925926,5.8488265147553875,5.699860319861264,5.347925750672887,False,0.9751374552394048,1.1631508185692168,1.1631508185692168,1.134231929279217,0.8816538965143411,127.53285217285156,0.963094047052978,126.60366499384602,0.9963504076004028,1.0383201963089197,False,False,False,False,False,1.0,1.0,1.0,57.453125,58.328125,57.484375,57.453125,58.328125,57.484375,55.0,56.0,55.0,60.0,61.0,60.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.5598512622999182,0.5627561072779196,-0.6081711336643584,-0.5598512622999182,0.5627561072779196,-0.6081711336643584,6.143589064526391,5.416519237322588,5.2818507853380305
270_0_0,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/270_0_0_synthetic_lollipop.nii.gz,False,,1.0,237,237.0,1,237,1.0,1.0,0.0,7.678031824807702,17.0,1377.0,0.1721132897603486,15.863594489903708,9.156580198944228,8.089719333863274,True,0.8865207492887953,2.7151401696238753,2.7151401696238753,2.4070280975990648,0.415450073473371,306.6402587890625,0.603977160101305,513.323121211506,1.29384075438423,1.6556917480658877,False,False,False,False,False,1.0,1.0,1.0,48.21518987341772,48.28691983122363,47.91139240506329,48.21518987341772,48.28691983122363,47.91139240506329,37.0,45.0,44.0,53.0,53.0,52.0,17.0,9.0,9.0,17.0,9.0,9.0,0.960766933014461,0.2763664852800706,0.0234193560954796,0.960766933014461,0.2763664852800706,0.0234193560954796,17.004453600015086,7.064501497500796,6.262827160916222,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/270_0_0_synthetic_lollipop.nii.gz,False,,1.0,239,239.0,1,239,1.0,1.0,0.0,7.699569193795551,8.0,448.0,0.5334821428571429,7.932350835473613,6.590419009101447,6.569106235015656,False,0.9895369231483268,1.207133087549594,1.207133087549594,1.194502761284365,0.8371684289157859,199.5210723876953,0.933456221713538,139.0498450598854,0.8348162024589763,1.0712875191557545,False,False,False,False,False,1.0,1.0,1.0,61.50209205020921,61.42677824267783,61.9581589958159,61.50209205020921,61.42677824267783,61.9581589958159,58.0,58.0,59.0,65.0,65.0,65.0,8.0,8.0,7.0,8.0,8.0,7.0,-0.6662540519985929,-0.7423446860685462,-0.0709218249994173,-0.6662540519985929,-0.7423446860685462,-0.0709218249994173,7.791825407110313,6.523070234456645,6.454818849284663
270_1_324,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/270_1_324_synthetic_lollipop.nii.gz,False,,1.0,101,101.0,1,101,1.0,1.0,0.0,5.777956268578565,11.0,770.0,0.1311688311688311,11.537080390051823,6.334836212339594,5.645138118117709,True,0.8840697103593212,2.9158384614200807,2.9158384614200807,2.5778044640422197,0.387927018495388,170.945556640625,0.6135367153337693,489.7006749923434,1.6925302637685644,1.6298943078834187,False,False,False,False,False,1.0,1.0,1.0,48.118811881188115,47.96039603960397,47.881188118811885,48.118811881188115,47.96039603960397,47.881188118811885,43.0,45.0,42.0,52.0,51.0,52.0,10.0,7.0,11.0,10.0,7.0,11.0,0.6548456909166055,0.2113816696175601,0.7255996904889406,0.6548456909166055,0.2113816696175601,0.7255996904889406,13.02692452202692,5.05349598999436,4.467642736176305,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/270_1_324_synthetic_lollipop.nii.gz,False,,1.0,104,104.0,1,104,1.0,1.0,0.0,5.834606511185437,6.0,216.0,0.4814814814814814,5.7324725738206155,5.088824366692581,4.922223090754397,False,0.9589716953292312,1.1870472852327976,1.1870472852327976,1.1383447475556574,0.8784684974804672,110.79193115234376,0.9653057318368486,125.7354436600534,1.0653070303109975,1.035941222577362,False,False,False,False,False,1.0,1.0,1.0,55.60576923076923,56.27884615384615,55.84615384615385,55.60576923076923,56.27884615384615,55.84615384615385,53.0,54.0,53.0,58.0,59.0,58.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.756610502838966,0.5528121608550897,-0.3491980266331606,-0.756610502838966,0.5528121608550897,-0.3491980266331606,5.78879110390662,5.085270623277143,4.876630590812018
286_0_0,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/286_0_0_synthetic_lollipop.nii.gz,False,,1.0,760,760.0,1,760,1.0,1.0,0.0,11.322395559153884,22.0,5544.0,0.1370851370851371,23.340215515326168,13.226561460595578,12.11462120808189,True,0.8997759323428545,2.741233988066345,2.741233988066345,2.466496367382317,0.4054333966286341,678.7156982421875,0.5933878164972802,541.2980943948162,0.8930469713712993,1.685238510461705,False,False,False,False,False,1.0,1.0,1.0,48.127631578947366,47.5921052631579,48.29342105263158,48.127631578947366,47.5921052631579,48.29342105263158,39.0,40.0,34.0,56.0,53.0,55.0,18.0,14.0,22.0,18.0,14.0,22.0,0.4806117726867245,-0.1677034205505077,0.8607484456509834,0.4806117726867245,-0.1677034205505077,0.8607484456509834,24.76960019042115,10.042423138335709,9.035930642277467,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/286_0_0_synthetic_lollipop.nii.gz,False,,1.0,776,776.0,1,776,1.0,1.0,0.0,11.401299816066192,15.0,1500.0,0.5173333333333333,14.908341290066977,9.627898644553088,9.49680561688882,False,0.99500878627669,1.4893447402150437,1.4893447402150437,1.4819111023089426,0.6748043107592052,470.33392333984375,0.8682650132906286,172.78079540916963,0.6061004166750564,1.151722094859161,False,False,False,False,False,1.0,1.0,1.0,67.7139175257732,66.55798969072166,68.40335051546391,67.7139175257732,66.55798969072166,68.40335051546391,63.0,60.0,64.0,72.0,74.0,73.0,10.0,15.0,10.0,10.0,15.0,10.0,-0.1925009350428839,-0.95107718895513,0.2416517549218781,-0.1925009350428839,-0.95107718895513,0.2416517549218781,13.365882682505708,9.01935525125666,8.97433772155118
