case_id,seg_path,target_volume_mm3,realized_volume_mm3,volume_error_mm3,volume_error_fraction,n_calibration_iters,final_linear_scale_vox,rotation_z_deg,rotation_y_deg,rotation_x_deg,seed,original_seg_path,local_mask_exists
137_2_2111,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/137_2_2111_synthetic_lollipop.nii.gz,167.5,170.0,2.5,0.0149253731343283,5,10.116087280763594,100,13,81,1425740286,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/137_2_2111_synthetic_lollipop.nii.gz,True
140_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/140_0_0_synthetic_lollipop.nii.gz,93.5,96.0,2.5,0.0267379679144385,2,9.39960174646428,158,102,153,3728484073,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/140_0_0_synthetic_lollipop.nii.gz,True
140_2_780,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/140_2_780_synthetic_lollipop.nii.gz,90.375,94.0,3.625,0.0401106500691562,14,9.293693659749326,8,97,97,438801380,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/140_2_780_synthetic_lollipop.nii.gz,True
169_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/169_0_0_synthetic_lollipop.nii.gz,272.25,265.0,-7.25,0.0266299357208448,6,12.148776297373423,146,28,0,2456883440,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/169_0_0_synthetic_lollipop.nii.gz,True
169_1_184,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/169_1_184_synthetic_lollipop.nii.gz,454.875,461.0,6.125,0.0134652377026655,3,13.509127642511512,91,48,170,2372222272,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/169_1_184_synthetic_lollipop.nii.gz,True
170_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/170_0_0_synthetic_lollipop.nii.gz,136.625,132.0,-4.625,0.0338517840805123,14,10.236218277374924,157,158,113,1889154759,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/170_0_0_synthetic_lollipop.nii.gz,True
170_1_176,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/170_1_176_synthetic_lollipop.nii.gz,18.25,20.0,1.75,0.0958904109589041,14,5.452469010615243,144,122,22,3444457587,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/170_1_176_synthetic_lollipop.nii.gz,True
170_2_382,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/170_2_382_synthetic_lollipop.nii.gz,78.5,78.0,-0.5,0.0063694267515923,7,8.78324590566933,163,68,143,1127152336,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/170_2_382_synthetic_lollipop.nii.gz,True
170_3_732,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/170_3_732_synthetic_lollipop.nii.gz,69.25,69.0,-0.25,0.003610108303249,5,8.181662452854452,55,11,167,3791522086,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/170_3_732_synthetic_lollipop.nii.gz,True
190_1_150,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/190_1_150_synthetic_lollipop.nii.gz,134.375,132.0,-2.375,0.0176744186046511,2,10.607468288032685,176,120,102,2652440872,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/190_1_150_synthetic_lollipop.nii.gz,True
190_2_1367,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/190_2_1367_synthetic_lollipop.nii.gz,80.625,82.0,1.375,0.0170542635658914,5,8.607126938345456,123,179,99,3895211228,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/190_2_1367_synthetic_lollipop.nii.gz,True
199_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/199_0_0_synthetic_lollipop.nii.gz,188.375,189.0,0.625,0.0033178500331785,5,11.42113821437497,61,81,28,4194234594,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/199_0_0_synthetic_lollipop.nii.gz,True
199_2_292,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/199_2_292_synthetic_lollipop.nii.gz,304.25,301.0,-3.25,0.0106820049301561,7,11.946430231213014,163,158,154,2763722625,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/199_2_292_synthetic_lollipop.nii.gz,True
200_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/200_0_0_synthetic_lollipop.nii.gz,301.75,307.0,5.25,0.0173985086992543,3,11.781819778725048,159,118,98,2883648466,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/200_0_0_synthetic_lollipop.nii.gz,True
200_1_45,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/200_1_45_synthetic_lollipop.nii.gz,311.25,311.0,-0.25,0.0008032128514056,3,11.904186868507471,56,66,75,956691987,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/200_1_45_synthetic_lollipop.nii.gz,True
206_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/206_0_0_synthetic_lollipop.nii.gz,160.375,160.0,-0.375,0.0023382696804364,4,10.397608376026083,3,123,127,1549907605,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/206_0_0_synthetic_lollipop.nii.gz,True
206_1_356,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/206_1_356_synthetic_lollipop.nii.gz,435.875,424.0,-11.875,0.0272440493260682,6,12.25950873768948,108,120,118,2564729670,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/206_1_356_synthetic_lollipop.nii.gz,True
207_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/207_0_0_synthetic_lollipop.nii.gz,46.25,47.0,0.75,0.0162162162162162,5,7.15163834849966,127,40,73,2765011292,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/207_0_0_synthetic_lollipop.nii.gz,True
207_1_291,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/207_1_291_synthetic_lollipop.nii.gz,64.75,66.0,1.25,0.0193050193050193,5,8.000458738231831,93,29,32,2005515742,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/207_1_291_synthetic_lollipop.nii.gz,True
207_2_651,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/207_2_651_synthetic_lollipop.nii.gz,116.125,114.0,-2.125,0.0182992465016146,5,9.72023745628528,79,44,145,3552799457,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/207_2_651_synthetic_lollipop.nii.gz,True
207_3_1194,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/207_3_1194_synthetic_lollipop.nii.gz,91.125,92.0,0.875,0.0096021947873799,5,8.96563000918821,40,71,120,4050716211,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/207_3_1194_synthetic_lollipop.nii.gz,True
207_4_1986,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/207_4_1986_synthetic_lollipop.nii.gz,59.75,65.0,5.25,0.0878661087866108,14,7.865806712131301,132,175,44,1140860080,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/207_4_1986_synthetic_lollipop.nii.gz,True
210_1_162,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/210_1_162_synthetic_lollipop.nii.gz,368.375,374.0,5.625,0.01526976586359,6,12.873684330018593,22,84,36,2148499966,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/210_1_162_synthetic_lollipop.nii.gz,True
218_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/218_0_0_synthetic_lollipop.nii.gz,92.875,92.0,-0.875,0.0094212651413189,6,9.200635340885098,34,23,136,3557568155,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/218_0_0_synthetic_lollipop.nii.gz,True
218_1_199,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/218_1_199_synthetic_lollipop.nii.gz,188.875,193.0,4.125,0.0218398411647915,8,11.262119868574544,139,177,102,226839740,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/218_1_199_synthetic_lollipop.nii.gz,True
235_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/235_0_0_synthetic_lollipop.nii.gz,8.875,9.0,0.125,0.0140845070422535,5,4.4504741377233525,32,110,69,1543045194,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/235_0_0_synthetic_lollipop.nii.gz,True
235_1_328,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/235_1_328_synthetic_lollipop.nii.gz,174.25,175.0,0.75,0.0043041606886657,4,10.689207184768623,1,109,175,1639786603,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/235_1_328_synthetic_lollipop.nii.gz,True
235_3_552,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/235_3_552_synthetic_lollipop.nii.gz,128.875,128.0,-0.875,0.0067895247332686,7,10.361470203582622,10,41,38,4000457383,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/235_3_552_synthetic_lollipop.nii.gz,True
270_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/270_0_0_synthetic_lollipop.nii.gz,241.0,239.0,-2.0,0.0082987551867219,6,11.175796549009611,66,140,96,455914962,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/270_0_0_synthetic_lollipop.nii.gz,True
270_1_324,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/270_1_324_synthetic_lollipop.nii.gz,103.125,104.0,0.875,0.0084848484848484,8,9.849884208883,39,47,54,3999048647,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/270_1_324_synthetic_lollipop.nii.gz,True
286_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/286_0_0_synthetic_lollipop.nii.gz,776.625,776.0,-0.625,0.0008047642040882,6,12.704056005924986,51,170,75,1594060032,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/286_0_0_synthetic_lollipop.nii.gz,True
286_1_190,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/286_1_190_synthetic_lollipop.nii.gz,1291.875,1304.0,12.125,0.0093855829704886,5,14.796882856057366,37,169,100,1888087558,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/286_1_190_synthetic_lollipop.nii.gz,True
286_2_297,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/286_2_297_synthetic_lollipop.nii.gz,1576.75,1565.0,-11.75,0.007452037418741,6,17.179631379880494,111,136,14,1876764067,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/286_2_297_synthetic_lollipop.nii.gz,True
301_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/301_0_0_synthetic_lollipop.nii.gz,12.25,12.0,-0.25,0.0204081632653061,2,4.774020496241064,131,14,174,1414063025,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/301_0_0_synthetic_lollipop.nii.gz,True
301_1_229,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/301_1_229_synthetic_lollipop.nii.gz,15.125,14.0,-1.125,0.0743801652892562,14,4.927198889917728,113,164,118,3102377789,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/301_1_229_synthetic_lollipop.nii.gz,True
301_2_614,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/301_2_614_synthetic_lollipop.nii.gz,12.625,13.0,0.375,0.0297029702970297,6,4.913756828946774,139,129,9,1555706154,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/301_2_614_synthetic_lollipop.nii.gz,True
