case_id,seg_path,failed,failure_reason,voxel_volume_mm3,mask_voxel_count,volume_mm3,connected_component_count,largest_component_voxel_count,largest_component_fraction,component_volume_fraction_largest,component_volume_fraction_second_largest,equivalent_sphere_diameter_mm,max_diameter_bbox_mm,bbox_volume_mm3,bbox_fill_fraction,principal_axis_length_major_mm,principal_axis_length_minor1_mm,principal_axis_length_minor2_mm,principal_axis_sign_aligned,flatness,aspect_ratio_major_to_minor2,elongation_legacy_major_to_minor2,elongation,secondary_axis_ratio,surface_area_mm2,sphericity,compactness,surface_to_volume_ratio,roughness_index,empty_mask,multiple_components,tiny_component_fraction,surface_area_failed,principal_axis_failed,voxel_spacing_mm_x,voxel_spacing_mm_y,voxel_spacing_mm_z,centroid_vox_x,centroid_vox_y,centroid_vox_z,centroid_mm_x,centroid_mm_y,centroid_mm_z,bounding_box_min_vox_x,bounding_box_min_vox_y,bounding_box_min_vox_z,bounding_box_max_vox_x,bounding_box_max_vox_y,bounding_box_max_vox_z,bounding_box_size_vox_x,bounding_box_size_vox_y,bounding_box_size_vox_z,bounding_box_size_mm_x,bounding_box_size_mm_y,bounding_box_size_mm_z,principal_axis_vector_vox_x,principal_axis_vector_vox_y,principal_axis_vector_vox_z,principal_axis_vector_mm_x,principal_axis_vector_mm_y,principal_axis_vector_mm_z,principal_axis_lengths_mm_x,principal_axis_lengths_mm_y,principal_axis_lengths_mm_z
80_3_661,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/80_3_661_synthetic_lollipop.nii.gz,False,,1.0,228,228.0,1,228,1.0,1.0,0.0,7.579584661161639,8.0,512.0,0.4453125,7.655368424482843,6.594644016520116,5.870003558312373,False,0.9879905106709914,1.2480527094516036,1.2480527094516036,1.2330642337554043,0.8109877592949177,192.84024047851562,0.9359292597960018,137.95050643568695,0.8457905284145422,1.0684568192877775,False,False,False,False,False,1.0,1.0,1.0,61.60964912280702,61.521929824561404,62.49561403508772,61.60964912280702,61.521929824561404,62.49561403508772,58.0,58.0,59.0,65.0,65.0,66.0,8.0,8.0,8.0,8.0,8.0,8.0,-0.4999643955513327,-0.5951714846409583,0.6291315498775023,-0.4999643955513327,-0.5951714846409583,0.6291315498775023,7.853099384762192,6.368767473568587,6.292281828555828
87_1_1322,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/87_1_1322_synthetic_lollipop.nii.gz,False,,1.0,128,128.0,1,128,1.0,1.0,0.0,6.252741134374176,6.0,216.0,0.5925925925925926,6.368473036100719,5.723633979892542,5.369122135567606,False,0.9671340768855412,1.169976164711169,1.169976164711169,1.1315238180360225,0.8837639862815195,132.37088012695312,0.9278938888489807,141.56550095401462,1.0341475009918213,1.0777094364103037,False,False,False,False,False,1.0,1.0,1.0,57.4375,58.2265625,57.8828125,57.4375,58.2265625,57.8828125,55.0,56.0,55.0,60.0,61.0,60.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.8759489073086478,0.46599524823638805,-0.124747506611928,-0.8759489073086478,0.46599524823638805,-0.124747506611928,6.162851146689642,5.4465058962580715,5.267501452229207
87_3_1668,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/87_3_1668_synthetic_lollipop.nii.gz,False,,1.0,226,226.0,1,226,1.0,1.0,0.0,7.557357012536988,8.0,392.0,0.576530612244898,7.420366351236037,6.677471677585765,6.290411571627396,False,0.989677663056569,1.2024224516322821,1.2024224516322821,1.1900106419381873,0.8403286195586332,189.13217163085938,0.9486900406815878,132.45835257072827,0.8368680160657495,1.0540850616304018,False,False,False,False,False,1.0,1.0,1.0,61.27433628318584,62.07964601769911,61.991150442477874,61.27433628318584,62.07964601769911,61.991150442477874,58.0,59.0,59.0,65.0,65.0,65.0,8.0,7.0,7.0,8.0,7.0,7.0,-0.9854218807466946,0.17001616247547394,-0.006182349291376491,-0.9854218807466945,0.1700161624754739,-0.00618234929137649,7.627122084641247,6.409288972591744,6.343130132248835
87_4_1793,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/87_4_1793_synthetic_lollipop.nii.gz,False,,1.0,267,267.0,2,266,0.9962546816479401,0.9962546816479401,0.003745318352059925,7.989216918353326,8.0,448.0,0.5959821428571429,7.9236381946646235,7.030698533365692,6.913750323125788,False,0.9852705311223733,1.2229513490637598,1.2229513490637598,1.2049379252288737,0.8299182713582973,213.86761474609375,0.9352481470808875,138.25212143161517,0.8040135892710292,1.0692349438180841,False,True,False,False,False,1.0,1.0,1.0,62.32706766917293,63.04887218045113,63.75187969924812,62.32706766917293,63.04887218045113,63.75187969924812,59.0,60.0,60.0,66.0,66.0,67.0,8.0,7.0,8.0,8.0,7.0,8.0,-0.6820744070859007,0.04250837415500423,0.7300462597158589,-0.6820744070859007,0.04250837415500423,0.7300462597158589,8.13288337891145,6.749628514984818,6.650210071837807
91_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/91_0_0_synthetic_lollipop.nii.gz,False,,1.0,14,14.0,1,14,1.0,1.0,0.0,2.9902658734369907,3.0,27.0,0.5185185185185185,2.4494897427831783,2.385790165173903,2.159875448674956,False,0.9052659592988239,1.2418456016109483,1.2418456016109483,1.1242005498433603,0.8895210024041835,26.95071792602539,1.0423153725416856,99.87457505649525,1.925051280430385,0.9594025247478606,False,False,False,False,False,1.0,1.0,1.0,36.785714285714285,36.642857142857146,36.92857142857143,36.785714285714285,36.642857142857146,36.92857142857143,36.0,36.0,36.0,38.0,38.0,38.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.5190124268707158,-0.20927196917967586,-0.8287528845617558,-0.5190124268707158,-0.20927196917967586,-0.8287528845617558,3.0549755144648727,2.7174648819470297,2.460028453216643
91_1_318,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/91_1_318_synthetic_lollipop.nii.gz,False,,1.0,78,78.0,1,78,1.0,1.0,0.0,5.301091821273772,6.0,150.0,0.52,5.0,4.0,4.0,False,1.0,1.1467344941179713,1.1467344941179713,1.1467344941179713,0.8720414403938948,92.57115173339844,0.9536847964271187,130.38805165677599,1.1868096376076722,1.0485644772218206,False,False,False,False,False,1.0,1.0,1.0,52.5,53.0,53.0,52.5,53.0,53.0,50.0,51.0,51.0,55.0,55.0,55.0,6.0,5.0,5.0,6.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,5.227300959833413,4.558423058385518,4.558423058385518
95_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/95_0_0_synthetic_lollipop.nii.gz,False,,1.0,32,32.0,1,32,1.0,1.0,0.0,3.938980087370786,4.0,48.0,0.6666666666666666,3.6883585510017074,3.240566944649729,2.5086576451270712,False,0.8683368616133518,1.2975921872459744,1.2975921872459744,1.126747127527174,0.887510582959869,49.19129180908203,0.9908986019764795,116.24244238910036,1.5372278690338135,1.0091849943126032,False,False,False,False,False,1.0,1.0,1.0,41.84375,41.78125,41.96875,41.84375,41.78125,41.96875,40.0,40.0,41.0,43.0,43.0,43.0,4.0,4.0,3.0,4.0,4.0,3.0,-0.4868258413729946,-0.8654387810415325,-0.11839052513112036,-0.48682584137299456,-0.8654387810415324,-0.11839052513112035,4.022340389970814,3.5698696643660233,3.099849420724302
95_1_182,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/95_1_182_synthetic_lollipop.nii.gz,False,,1.0,48,48.0,1,48,1.0,1.0,0.0,4.509006607147306,5.0,125.0,0.384,4.1806285716235525,3.7449142026104534,3.5886033807458473,False,0.9672522967438506,1.1087922721757075,1.1087922721757075,1.0724818718737859,0.9324166927435806,67.53297424316406,0.9457922238935873,133.67960585959023,1.4069369633992512,1.0573146773011657,False,False,False,False,False,1.0,1.0,1.0,49.520833333333336,50.104166666666664,50.041666666666664,49.520833333333336,50.104166666666664,50.041666666666664,48.0,48.0,48.0,52.0,52.0,52.0,5.0,5.0,5.0,5.0,5.0,5.0,-0.9037984546025152,0.3906296636441925,0.1748050895692987,-0.9037984546025152,0.3906296636441925,0.1748050895692987,4.339082396087323,4.045832857301633,3.9133411234667403
95_2_574,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/95_2_574_synthetic_lollipop.nii.gz,False,,1.0,80,80.0,1,80,1.0,1.0,0.0,5.346018470287903,6.0,150.0,0.5333333333333333,5.417161404143991,4.615694130109997,4.4889419206287,False,0.9743088605894055,1.1901824133741523,1.1901824133741523,1.159605271068119,0.8623624132709351,94.31964874267578,0.951937877637718,131.10720233920836,1.1789956092834473,1.0504887172696087,False,False,False,False,False,1.0,1.0,1.0,51.8,51.7625,52.4375,51.8,51.7625,52.4375,50.0,50.0,50.0,54.0,54.0,55.0,5.0,5.0,6.0,5.0,5.0,6.0,-0.3072921172163193,-0.41936061703204497,0.8542296105727163,-0.3072921172163193,-0.41936061703204497,0.8542296105727163,5.356072130889749,4.618875288447284,4.5002111194916345
126_1_312,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/126_1_312_synthetic_lollipop.nii.gz,False,,1.0,198,198.0,1,198,1.0,1.0,0.0,7.231396743301495,8.0,392.0,0.5051020408163265,7.1229833623106344,6.19554593278009,6.000000000000001,False,0.9992228598456001,1.132274188357426,1.132274188357426,1.131394252619863,0.8838651934852897,175.18618774414062,0.937765798345439,137.14159792450303,0.8847787259805082,1.0663643329329826,False,False,False,False,False,1.0,1.0,1.0,58.343434343434346,59.02020202020202,59.0,58.343434343434346,59.02020202020202,59.0,55.0,56.0,56.0,62.0,62.0,62.0,8.0,7.0,7.0,8.0,7.0,7.0,-0.9975398023746361,0.07010237284409095,2.324813922834929e-17,-0.9975398023746361,0.07010237284409095,2.324813922834929e-17,7.034679614617963,6.217708458681329,6.212876427769737
126_2_582,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/126_2_582_synthetic_lollipop.nii.gz,False,,1.0,307,307.0,1,307,1.0,1.0,0.0,8.369764743424398,9.0,504.0,0.6091269841269841,8.866346899557321,7.623070654039708,6.443664084749219,False,0.9593656640136182,1.2674936138531219,1.2674936138531219,1.2159898524872208,0.8223752837694912,239.2455291748047,0.9198828964600234,145.29636234680942,0.7793013979635331,1.0870948941960878,False,False,False,False,False,1.0,1.0,1.0,62.91205211726384,63.93485342019544,63.69055374592834,62.91205211726384,63.93485342019544,63.69055374592834,59.0,61.0,60.0,67.0,67.0,67.0,9.0,7.0,8.0,9.0,7.0,8.0,-0.954086782508779,-0.05902221689791399,-0.2936576056472939,-0.954086782508779,-0.05902221689791399,-0.2936576056472939,8.667665173777651,7.128073606904333,6.838429069025722
126_3_921,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/126_3_921_synthetic_lollipop.nii.gz,False,,1.0,482,482.0,1,482,1.0,1.0,0.0,9.72783372317443,12.0,1080.0,0.4462962962962963,12.184097717057924,8.528862835599861,8.326445609344894,False,0.9856950218234047,1.3182227225064034,1.3182227225064034,1.2993655752290572,0.7696063517949644,337.1929016113281,0.881665255321071,165.02175219444328,0.6995703352932119,1.134217316566292,False,False,False,False,False,1.0,1.0,1.0,68.50207468879668,69.14522821576763,67.72821576763485,68.50207468879668,69.14522821576763,67.72821576763485,64.0,65.0,63.0,73.0,73.0,74.0,10.0,9.0,12.0,10.0,9.0,12.0,-0.3322933055542357,0.1079119442193014,-0.9369824818952859,-0.3322933055542357,0.1079119442193014,-0.9369824818952859,10.461136965140874,8.050957455369513,7.935788684669755
126_4_1231,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/126_4_1231_synthetic_lollipop.nii.gz,False,,1.0,855,855.0,1,855,1.0,1.0,0.0,11.775765920395354,14.0,2184.0,0.3914835164835165,15.698649333618572,9.965295848644182,9.911596173924384,False,0.9914285851883324,1.526482043279964,1.526482043279964,1.5133979324844495,0.6607647456993438,507.8375244140625,0.8578343112870229,179.16044585057477,0.5939620168585527,1.1657262793553729,False,False,False,False,False,1.0,1.0,1.0,68.7812865497076,68.86315789473684,69.58245614035087,68.7812865497076,68.86315789473684,69.58245614035087,63.0,63.0,64.0,76.0,75.0,75.0,14.0,13.0,12.0,14.0,13.0,12.0,-0.7015277591645919,-0.6611145459632056,-0.2660570619949239,-0.7015277591645919,-0.6611145459632056,-0.2660570619949239,14.023041227466058,9.265931270598024,9.186509130061326
126_5_1607,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/126_5_1607_synthetic_lollipop.nii.gz,False,,1.0,3396,3396.0,1,3396,1.0,1.0,0.0,18.649034530283927,23.0,7820.0,0.43427109974424555,25.230392128081913,16.03825107546441,15.914410625644212,False,0.9934906101530354,1.5279311277185552,1.5279311277185552,1.5179852283489228,0.6587679387945538,1307.060302734375,0.8359243076215565,193.6205774474943,0.3848823035142447,1.1962805613887288,False,False,False,False,False,1.0,1.0,1.0,98.98380447585394,100.98910482921083,102.25441696113074,98.98380447585394,100.98910482921083,102.25441696113074,89.0,93.0,93.0,111.0,109.0,112.0,23.0,17.0,20.0,23.0,17.0,20.0,-0.846057516386398,-0.0027380732940829825,0.5330845917119685,-0.846057516386398,-0.0027380732940829825,0.5330845917119685,22.223688486899384,14.640253456926963,14.544954339717455
132_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/132_0_0_synthetic_lollipop.nii.gz,False,,1.0,7674,7674.0,1,7674,1.0,1.0,0.0,24.47227762531871,28.0,18928.0,0.40543110735418425,33.2645323626799,21.174260390370797,20.879809403710787,False,0.9980990678412075,1.5399791584248717,1.5399791584248717,1.5370517625187516,0.650596176644897,2248.80419921875,0.8366561559054335,193.11292455169553,0.2930419858247003,1.1952341388294634,False,False,False,False,False,1.0,1.0,1.0,110.42572322126661,109.91217096690123,110.36929893145687,110.42572322126661,109.91217096690123,110.36929893145687,98.0,97.0,98.0,123.0,124.0,123.0,26.0,28.0,26.0,26.0,28.0,26.0,-0.5212605881006578,-0.673585770209123,-0.5239939021255294,-0.5212605881006578,-0.673585770209123,-0.5239939021255294,29.359923210173765,19.10145378712682,19.065143219343184
132_1_148,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/132_1_148_synthetic_lollipop.nii.gz,False,,1.0,10057,10057.0,1,10057,1.0,1.0,0.0,26.780783335687033,34.0,22032.0,0.45647240377632536,35.766927524881865,22.992914307434766,22.94281450522748,False,0.9972268086833809,1.501008546938896,1.501008546938896,1.496845963070354,0.6680714146088782,2681.9404296875,0.8401315557855383,190.72625506244523,0.26667400116212586,1.190289774397275,False,False,False,False,False,1.0,1.0,1.0,110.3793377746843,108.73341950879984,112.46276225514568,110.3793377746843,108.73341950879984,112.46276225514568,97.0,94.0,101.0,123.0,127.0,124.0,27.0,34.0,24.0,27.0,34.0,24.0,-0.42935832682665326,-0.8938777241616797,0.12897302598665056,-0.4293583268266532,-0.8938777241616795,0.12897302598665053,31.604012396897183,21.113737269311624,21.05518483645499
132_2_232,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/132_2_232_synthetic_lollipop.nii.gz,False,,1.0,8812,8812.0,1,8812,1.0,1.0,0.0,25.626656956887715,31.0,19964.0,0.4413945101182128,34.15702685476253,21.91625729025584,21.84211535271053,False,0.9970034678914695,1.4930893816948863,1.4930893816948863,1.4886152914217317,0.6717652342835536,2449.611328125,0.8422414321486849,189.2964930714663,0.277985852034158,1.1873080114912529,False,False,False,False,False,1.0,1.0,1.0,111.36824784384929,109.22843849296414,114.09872900590105,111.36824784384929,109.22843849296414,114.09872900590105,100.0,95.0,100.0,122.0,125.0,127.0,23.0,31.0,28.0,23.0,31.0,28.0,-0.16776618362183052,-0.7876472276659119,0.5928459769477815,-0.16776618362183052,-0.7876472276659119,0.5928459769477815,30.10093483383194,20.220761540803093,20.16016937958714
137_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/137_0_0_synthetic_lollipop.nii.gz,False,,1.0,91,91.0,1,91,1.0,1.0,0.0,5.580600367226721,6.0,150.0,0.6066666666666667,5.442990669158527,4.579280327667934,4.362148793465389,False,0.9713509033447119,1.1888592684947539,1.1888592684947539,1.1547995244021125,0.8659511706308862,100.64981079101562,0.972072722661949,123.12779547578218,1.1060418768243476,1.0287296173290144,False,False,False,False,False,1.0,1.0,1.0,51.73626373626374,51.91208791208791,51.97802197802198,51.73626373626374,51.91208791208791,51.97802197802198,49.0,50.0,50.0,54.0,54.0,54.0,6.0,5.0,5.0,6.0,5.0,5.0,-0.9457464951788449,-0.31227624675926113,-0.08970569974578081,-0.9457464951788449,-0.31227624675926113,-0.08970569974578081,5.544427010246169,4.801203060000175,4.663652929472565
